JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458831.66994,14.073,0.012,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.037,Z,18.546,18.165,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.67491,14.084,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.030,Z,18.543,18.166,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.67986,14.076,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.025,Z,18.567,18.193,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.68481,14.069,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.021,Z,18.569,18.186,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.68978,14.079,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.017,Z,18.568,18.184,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.69509,14.063,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.014,Z,18.553,18.184,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.70042,14.078,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.012,Z,18.555,18.193,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.70573,14.103,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.010,Z,18.547,18.192,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.71103,14.076,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.010,Z,18.560,18.192,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.71617,14.086,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.010,Z,18.520,18.187,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.72153,14.083,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.012,Z,18.515,18.179,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.72688,14.095,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.014,Z,18.522,18.193,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.73223,14.109,0.014,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.017,Z,18.542,18.207,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.73759,14.116,0.013,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.022,Z,18.520,18.218,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82019,14.104,0.015,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.235,Z,18.628,18.299,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82153,14.073,0.021,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.242,Z,18.578,18.202,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82226,14.123,0.023,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.245,Z,18.555,18.208,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82293,12.531,0.025,,I,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 12.510  K = 12.121,0,1.249,Z,19.633,19.263,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82349,12.492,0.024,,I,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 12.510  K = 12.121,0,1.251,Z,19.641,19.278,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82450,14.095,0.015,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.257,Z,18.612,18.285,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82677,14.062,0.023,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.268,Z,18.601,18.219,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
2458831.82751,14.115,0.023,,V,HMB,,UCAC4 296-008893,UCAC4 296-009008,,STANDARD MAG: C = 13.159  K = 12.814,0,1.272,Z,18.589,18.244,,ASASSN-V J060000.76-310027.83,VVS,STD,,,,
