HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458730.59219,2019-09-04.0932917,bm,1.48,16.738,14.229,0.022,7.387,0.148,g
2458730.59340,2019-09-04.0945018,bm,1.51,16.724,14.203,0.021,7.564,0.149,g
2458730.59460,2019-09-04.0957070,bm,1.52,16.760,14.234,0.021,7.349,0.144,g
2458730.88150,2019-09-04.3825885,bi,1.43,16.747,14.211,0.021,7.507,0.146,g
2458730.88271,2019-09-04.3838,bi,1.39,16.741,14.195,0.021,7.627,0.147,g
2458730.88393,2019-09-04.3850122,bi,1.43,16.739,14.231,0.022,7.373,0.147,g
2458733.58648,2019-09-07.0874123,bm,1.54,16.713,14.196,0.021,7.616,0.151,g
2458733.58768,2019-09-07.0886204,bm,1.52,16.770,14.211,0.021,7.508,0.143,g
2458733.58892,2019-09-07.0898601,bm,1.54,16.741,14.223,0.021,7.429,0.147,g
2458733.88575,2019-09-07.3866737,bi,1.53,16.032,14.273,0.043,7.097,0.281,g
2458733.88697,2019-09-07.3878923,bi,1.54,15.959,14.131,0.041,8.084,0.301,g
2458733.88818,2019-09-07.3891082,bi,1.48,15.889,14.218,0.047,7.464,0.321,g
2458734.86839,2019-09-08.3692638,bi,1.40,16.708,14.224,0.022,7.420,0.151,g
2458734.86962,2019-09-08.3704835,bi,1.43,16.757,14.222,0.021,7.438,0.145,g
2458734.87083,2019-09-08.3716995,bi,1.41,16.753,14.200,0.021,7.587,0.145,g
2458738.85211,2019-09-12.3527491,bE,1.52,16.458,14.170,0.027,7.796,0.191,g
2458738.85338,2019-09-12.3540282,bE,1.48,16.461,14.149,0.026,7.953,0.190,g
2458738.85465,2019-09-12.3552953,bE,1.47,16.578,14.224,0.025,7.417,0.171,g
2458739.84331,2019-09-13.3439050,bi,1.40,16.228,14.138,0.032,8.029,0.235,g
2458739.84453,2019-09-13.3451223,bi,1.42,16.182,14.167,0.034,7.822,0.245,g
2458739.84575,2019-09-13.3463394,bi,1.42,16.174,14.221,0.036,7.441,0.247,g
2458740.81481,2019-09-14.3153391,bE,1.67,16.023,14.223,0.042,7.421,0.284,g
2458740.81607,2019-09-14.3166025,bE,1.69,16.078,14.323,0.043,6.775,0.270,g
2458740.81734,2019-09-14.3178752,bE,1.71,16.202,14.188,0.034,7.669,0.241,g
2458741.80166,2019-09-15.3021432,bi,1.49,16.163,14.219,0.037,7.451,0.250,g
2458741.80288,2019-09-15.3033603,bi,1.40,15.947,14.165,0.042,7.837,0.304,g
2458741.80409,2019-09-15.3045798,bi,1.52,16.022,14.182,0.040,7.713,0.284,g
2458745.53515,2019-09-19.0354179,bm,1.54,14.779,13.989,0.106,9.208,0.892,g
2458750.99669,2019-09-24.4966383,bq,1.56,15.605,14.044,0.052,8.757,0.417,g
2458750.99790,2019-09-24.4978509,bq,1.63,15.428,14.115,0.065,8.199,0.491,g
2458752.63043,2019-09-26.1302885,bm,1.54,16.754,14.219,0.021,7.451,0.145,g
2458752.63164,2019-09-26.1314968,bm,1.52,16.752,14.204,0.021,7.558,0.145,g
2458752.63284,2019-09-26.1327021,bm,1.52,16.770,14.226,0.021,7.412,0.143,g
2458753.61150,2019-09-27.1113071,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458753.61271,2019-09-27.1125138,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458753.61392,2019-09-27.1137254,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458753.99027,2019-09-27.4900423,bq,1.55,16.399,14.236,0.030,7.337,0.201,g
2458753.99148,2019-09-27.4912598,bq,1.53,16.369,14.245,0.031,7.275,0.206,g
2458753.99270,2019-09-27.4924748,bq,1.53,16.238,14.139,0.032,8.020,0.233,g
2458754.63111,2019-09-28.1308556,bm,1.50,16.702,14.233,0.022,7.364,0.152,g
2458754.63233,2019-09-28.1320623,bm,1.48,16.633,14.247,0.024,7.267,0.162,g
2458754.63353,2019-09-28.1332768,bm,1.47,16.661,14.209,0.023,7.523,0.158,g
2458754.98939,2019-09-28.4891092,bq,1.44,16.551,14.812,0.044,4.318,0.174,g
2458754.99060,2019-09-28.4903201,bq,1.44,16.268,14.303,0.036,6.900,0.226,g
2458754.99182,2019-09-28.4915381,bq,1.45,16.200,14.196,0.034,7.614,0.241,g
2458755.86906,2019-09-29.3687361,bi,1.43,16.733,14.165,0.020,7.835,0.148,g
2458755.87028,2019-09-29.3699504,bi,1.37,16.778,14.206,0.020,7.547,0.142,g
2458755.87150,2019-09-29.3711674,bi,1.40,16.800,14.181,0.019,7.724,0.139,g
2458758.59536,2019-10-02.0948716,bm,1.58,16.513,14.226,0.027,7.405,0.181,g
2458758.59658,2019-10-02.0960932,bm,1.55,16.379,14.303,0.032,6.901,0.205,g
2458758.59780,2019-10-02.0973083,bm,1.54,16.526,14.177,0.025,7.747,0.180,g
2458760.53192,2019-10-04.0313210,bm,1.50,16.683,14.210,0.022,7.511,0.155,g
2458760.53314,2019-10-04.0325378,bm,1.55,16.657,14.209,0.023,7.527,0.159,g
2458760.53435,2019-10-04.0337540,bm,1.55,16.691,14.197,0.022,7.606,0.154,g
2458761.83455,2019-10-05.3338790,bi,1.46,16.703,14.176,0.021,7.759,0.152,g
2458761.83578,2019-10-05.3351078,bi,1.43,16.747,14.240,0.022,7.311,0.146,g
2458763.88042,2019-10-07.3796449,bi,1.38,16.773,14.200,0.020,7.588,0.143,g
2458764.75742,2019-10-08.2565934,bE,1.51,16.574,14.169,0.024,7.804,0.171,g
2458764.75870,2019-10-08.2578635,bE,1.56,16.527,14.141,0.024,8.011,0.179,g
2458764.75998,2019-10-08.2591546,bE,1.53,16.655,14.218,0.023,7.466,0.159,g
2458765.74735,2019-10-09.2464631,bE,1.43,16.451,14.190,0.027,7.654,0.191,g
2458765.74861,2019-10-09.2477254,bE,1.48,16.468,14.278,0.029,7.059,0.189,g
2458765.74987,2019-10-09.2489890,bE,1.44,16.499,14.234,0.027,7.353,0.183,g
2458766.78907,2019-10-10.2881195,bE,1.45,16.422,14.195,0.028,7.616,0.197,g
2458766.79033,2019-10-10.2893866,bE,1.50,16.538,14.169,0.025,7.808,0.177,g
2458766.79160,2019-10-10.2906488,bE,1.49,16.510,14.212,0.026,7.506,0.182,g
2458767.74068,2019-10-11.2396839,bE,1.46,16.507,14.222,0.027,7.436,0.182,g
2458767.74195,2019-10-11.2409496,bE,1.48,16.361,14.184,0.029,7.698,0.208,g
2458767.74322,2019-10-11.2422263,bE,1.49,16.457,14.215,0.028,7.481,0.191,g
2458768.52542,2019-10-12.0243785,bm,1.73,15.226,14.564,0.119,5.426,0.591,g
2458768.52663,2019-10-12.0255862,bm,1.70,15.078,14.559,0.136,5.448,0.676,g
2458768.52785,2019-10-12.0268018,bm,1.64,14.665,14.027,0.122,8.904,0.990,g
2458769.56020,2019-10-13.0591081,bm,1.63,16.174,14.226,0.036,7.407,0.247,g
2458769.56142,2019-10-13.0603214,bm,1.63,16.163,14.201,0.036,7.579,0.249,g
2458769.56264,2019-10-13.0615431,bm,1.62,16.205,14.249,0.036,7.256,0.240,g
2458769.93985,2019-10-13.4387274,bq,1.52,15.660,14.188,0.056,7.669,0.396,g
2458769.94106,2019-10-13.4399390,bq,1.52,15.290,14.094,0.074,8.359,0.562,g
2458769.94227,2019-10-13.4411548,bq,1.46,14.096,>14.096,99.990,6.539,1.672,g
2458771.74522,2019-10-15.2440053,bi,2.17,14.971,14.089,0.097,8.399,0.747,g
2458771.74644,2019-10-15.2452261,bi,1.68,14.142,>14.142,99.990,6.821,1.608,g
2458771.84258,2019-10-15.3413614,bi,1.57,16.234,14.154,0.032,7.912,0.234,g
2458771.84380,2019-10-15.3425809,bi,1.49,16.178,14.141,0.034,8.011,0.247,g
2458771.84503,2019-10-15.3438094,bi,1.46,16.120,14.201,0.037,7.585,0.259,g
2458772.62222,2019-10-16.1209560,bm,1.58,16.249,14.190,0.033,7.653,0.231,g
2458772.62344,2019-10-16.1221756,bm,1.57,16.270,14.226,0.033,7.406,0.226,g
2458772.62466,2019-10-16.1233931,bm,1.56,16.252,14.218,0.034,7.462,0.230,g
2458772.93773,2019-10-16.4364475,bq,2.28,15.181,14.167,0.086,7.818,0.616,g
2458773.93718,2019-10-17.4358534,bq,1.53,15.904,14.193,0.045,7.635,0.317,g
2458773.93839,2019-10-17.4370694,bq,1.48,15.963,14.167,0.042,7.821,0.300,g
2458773.93961,2019-10-17.4382875,bq,1.44,15.964,14.171,0.042,7.796,0.300,g
2458774.72996,2019-10-18.2285876,bi,1.45,16.329,14.185,0.030,7.692,0.214,g
2458774.73117,2019-10-18.2297991,bi,1.38,16.267,14.235,0.034,7.351,0.227,g
2458774.73239,2019-10-18.2310182,bi,1.44,16.347,14.174,0.030,7.776,0.211,g
2458774.92546,2019-10-18.4240769,bq,1.58,16.067,14.241,0.041,7.307,0.272,g
2458774.92666,2019-10-18.4252881,bq,1.62,16.143,14.072,0.032,8.538,0.254,g
2458774.92788,2019-10-18.4265038,bq,1.61,16.069,14.099,0.036,8.326,0.272,g
2458775.82985,2019-10-19.3284188,bE,1.49,16.619,14.150,0.022,7.946,0.164,g
2458775.83112,2019-10-19.3296901,bE,1.44,16.622,14.210,0.024,7.517,0.164,g
2458775.83239,2019-10-19.3309603,bE,1.48,16.608,14.173,0.023,7.773,0.166,g
2458776.85213,2019-10-20.3506464,bE,1.51,16.661,14.232,0.023,7.368,0.158,g
2458776.85341,2019-10-20.3519187,bE,1.50,16.641,14.213,0.023,7.495,0.161,g
2458776.85467,2019-10-20.3531879,bE,1.47,16.614,14.159,0.023,7.877,0.165,g
2458780.77512,2019-10-24.2734322,bi,1.52,99.990,99.990,99.990,99.990,99.990,g
2458780.77633,2019-10-24.2746444,bi,1.46,99.990,99.990,99.990,99.990,99.990,g
2458781.84771,2019-10-25.3459732,bE,1.50,16.865,14.227,0.019,7.397,0.131,g
2458783.49416,2019-10-26.9923490,bm,1.48,15.258,14.275,0.089,7.077,0.574,g
2458783.49537,2019-10-26.9935590,bm,1.50,15.329,14.313,0.086,6.835,0.537,g
2458783.49659,2019-10-26.9947758,bm,1.53,15.161,14.061,0.079,8.622,0.627,g
2458783.85054,2019-10-27.3487078,bE,1.43,16.873,14.216,0.019,7.476,0.131,g
2458784.89941,2019-10-28.3975282,bq,1.52,16.712,14.233,0.022,7.358,0.151,g
2458784.90062,2019-10-28.3987418,bq,1.54,16.716,14.268,0.023,7.127,0.150,g
2458784.90185,2019-10-28.3999622,bq,1.49,16.736,14.300,0.023,6.919,0.147,g
2458784.94976,2019-10-28.4478795,bq,1.46,16.732,14.259,0.022,7.183,0.148,g
2458784.95097,2019-10-28.4490881,bq,1.48,16.730,14.207,0.021,7.538,0.149,g
2458784.95219,2019-10-28.4503078,bq,1.46,16.728,14.303,0.023,6.894,0.149,g
2458786.43440,2019-10-29.9324429,bm,1.50,16.712,14.257,0.023,7.197,0.151,g
2458786.56065,2019-10-30.0586903,bm,1.61,16.690,14.225,0.022,7.410,0.154,g
2458786.56187,2019-10-30.0599049,bm,1.54,16.686,14.242,0.023,7.299,0.155,g
2458786.56309,2019-10-30.0611263,bm,1.55,16.686,14.205,0.022,7.549,0.155,g
2458786.96377,2019-10-30.4617898,bq,1.56,16.717,14.249,0.022,7.255,0.150,g
2458786.96499,2019-10-30.4630083,bq,1.56,16.713,14.235,0.022,7.340,0.151,g
2458786.96621,2019-10-30.4642276,bq,1.54,16.707,14.228,0.022,7.395,0.151,g
2458787.95949,2019-10-31.4574593,bq,1.53,16.749,14.233,0.021,7.358,0.146,g
2458787.96070,2019-10-31.4586767,bq,1.57,16.691,14.204,0.022,7.558,0.154,g
2458787.96192,2019-10-31.4598998,bq,1.54,16.699,14.269,0.023,7.120,0.153,g
2458789.83524,2019-11-02.3331313,bi,1.38,15.903,14.215,0.046,7.481,0.318,g
2458789.83646,2019-11-02.3343459,bi,1.42,16.730,14.253,0.022,7.223,0.148,g
2458789.83766,2019-11-02.3355604,bi,1.44,13.868,>13.868,99.990,6.336,2.065,g
2458792.80439,2019-11-05.3021466,bi,1.43,16.818,14.294,0.021,6.956,0.137,g
2458792.80561,2019-11-05.3033660,bi,1.40,16.792,14.278,0.021,7.062,0.140,g
2458792.80682,2019-11-05.3045841,bi,1.39,16.810,14.280,0.021,7.047,0.138,g
2458793.80163,2019-11-06.2993508,bi,1.35,16.811,14.344,0.022,6.640,0.138,g
2458793.80284,2019-11-06.3005651,bi,1.39,16.804,14.296,0.022,6.941,0.138,g
2458793.80405,2019-11-06.3017822,bi,1.40,16.807,14.275,0.021,7.083,0.138,g
2458794.83243,2019-11-07.3301096,bi,1.41,16.801,14.278,0.021,7.059,0.139,g
2458794.83365,2019-11-07.3313304,bi,1.41,16.836,14.304,0.021,6.894,0.135,g
2458794.83488,2019-11-07.3325625,bi,1.40,16.819,14.303,0.021,6.897,0.136,g
2458795.58334,2019-11-08.0809797,bm,1.61,16.743,14.300,0.023,6.921,0.147,g
2458795.58455,2019-11-08.0821959,bm,1.56,16.708,14.284,0.023,7.017,0.151,g
2458795.58575,2019-11-08.0833989,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458795.70096,2019-11-08.1985943,bi,1.38,16.414,14.303,0.031,6.901,0.198,g
2458795.70219,2019-11-08.1998317,bi,1.40,16.407,14.275,0.031,7.080,0.199,g
2458795.70341,2019-11-08.20105,bi,1.39,16.501,14.248,0.027,7.263,0.183,g
2458796.78543,2019-11-09.2830254,bE,1.45,16.342,14.338,0.035,6.679,0.212,g
2458796.78671,2019-11-09.2843011,bE,1.46,16.298,14.258,0.033,7.197,0.221,g
2458799.50321,2019-11-12.0007035,bm,1.57,15.972,14.287,0.046,7.004,0.297,g
2458799.50441,2019-11-12.0019040,bm,1.53,15.982,14.306,0.047,6.881,0.295,g
2458799.50563,2019-11-12.0031182,bm,1.54,16.061,14.338,0.045,6.684,0.274,g
2458801.67005,2019-11-14.1674630,bi,1.47,15.748,14.265,0.056,7.147,0.365,g
2458801.67127,2019-11-14.1686843,bi,1.45,15.815,14.279,0.053,7.056,0.343,g
2458801.67251,2019-11-14.1699228,bi,1.42,15.770,14.456,0.065,5.991,0.358,g
2458801.88533,2019-11-14.3827351,bq,1.58,15.876,14.636,0.070,5.081,0.325,g
2458801.88655,2019-11-14.3839515,bq,1.61,15.881,14.459,0.059,5.973,0.323,g
2458801.88777,2019-11-14.3851674,bq,1.52,15.794,14.393,0.060,6.353,0.350,g
2458802.70295,2019-11-15.2003259,bi,1.44,16.054,14.324,0.044,6.771,0.276,g
2458802.70416,2019-11-15.2015395,bi,1.42,15.998,14.305,0.046,6.889,0.290,g
2458802.70538,2019-11-15.2027578,bi,1.39,16.055,14.417,0.048,6.212,0.275,g
2458803.96233,2019-11-16.4596599,bq,1.54,13.997,>13.997,99.990,8.966,1.833,g
2458803.96356,2019-11-16.4608888,bq,1.52,14.065,>14.065,99.990,5.643,1.719,g
2458804.91173,2019-11-17.4090343,bq,1.49,14.298,>14.298,99.990,4.143,1.387,g
2458804.91296,2019-11-17.4102584,bq,1.63,14.149,13.677,0.143,12.279,1.603,g
2458804.91417,2019-11-17.4114766,bq,1.58,13.634,>13.634,99.990,6.909,2.560,g
2458805.74594,2019-11-18.2432087,bi,1.39,16.645,14.366,0.027,6.515,0.160,g
2458805.74715,2019-11-18.2444233,bi,1.41,16.537,14.341,0.029,6.664,0.177,g
2458805.74837,2019-11-18.2456459,bi,1.40,16.583,14.295,0.027,6.952,0.170,g
2458805.91846,2019-11-18.4157229,bq,1.48,15.101,13.992,0.079,9.193,0.664,g
2458805.91968,2019-11-18.4169422,bq,1.55,15.189,14.359,0.103,6.552,0.614,g
2458805.92093,2019-11-18.4181946,bq,1.54,15.553,14.359,0.073,6.549,0.437,g
2458806.74294,2019-11-19.2401820,bi,1.41,16.671,14.305,0.025,6.887,0.156,g
2458806.74415,2019-11-19.2413979,bi,1.48,16.715,14.407,0.026,6.274,0.150,g
2458806.74538,2019-11-19.2426160,bi,1.40,16.684,14.317,0.025,6.809,0.155,g
2458806.93404,2019-11-19.4312702,bq,1.57,99.990,99.990,99.990,99.990,99.990,g
2458806.93525,2019-11-19.4324881,bq,1.59,99.990,99.990,99.990,99.990,99.990,g
2458806.93648,2019-11-19.4337072,bq,1.50,13.608,>13.608,99.990,3.399,2.618,g
