HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457700.65907,2016-11-08.1566827,be,1.71,16.046,13.615,0.023,13.734,0.294,V
2457701.79325,2016-11-09.2908137,be,1.70,16.255,13.641,0.020,13.420,0.243,V
2457701.79455,2016-11-09.2921116,be,1.70,16.257,13.632,0.019,13.526,0.243,V
2457701.79583,2016-11-09.2933988,be,1.71,16.275,13.634,0.019,13.500,0.239,V
2457702.64938,2016-11-10.1469168,be,2.05,16.029,13.655,0.025,13.236,0.300,V
2457702.65068,2016-11-10.1482159,be,2.05,16.032,13.633,0.024,13.507,0.298,V
2457702.65202,2016-11-10.1495534,be,2.04,16.117,13.589,0.021,14.083,0.276,V
2457709.85278,2016-11-17.3500563,be,1.47,16.007,13.634,0.025,13.497,0.305,V
2457709.85406,2016-11-17.3513405,be,1.49,16.018,13.577,0.023,14.236,0.302,V
2457709.85537,2016-11-17.3526432,be,1.48,16.015,13.668,0.025,13.083,0.302,V
2457711.77454,2016-11-19.2717509,be,1.44,16.101,13.629,0.022,13.556,0.280,V
2457712.79321,2016-11-20.2903913,be,1.61,15.308,13.700,0.050,12.710,0.579,V
2457712.79450,2016-11-20.2916789,be,1.58,15.347,13.649,0.046,13.318,0.560,V
2457712.79580,2016-11-20.2929805,be,1.62,16.212,13.642,0.020,13.401,0.252,V
2457713.83189,2016-11-21.3290376,be,1.54,16.190,13.600,0.020,13.935,0.258,V
2457713.83312,2016-11-21.3302797,be,1.55,16.230,13.613,0.020,13.762,0.248,V
2457713.83442,2016-11-21.3315774,be,1.54,16.201,13.633,0.020,13.515,0.255,V
2457715.71999,2016-11-23.2170872,be,1.67,16.153,13.603,0.021,13.891,0.267,V
2457715.72132,2016-11-23.2184146,be,1.68,16.196,13.624,0.020,13.629,0.256,V
2457715.72261,2016-11-23.2197127,be,1.66,16.222,13.639,0.020,13.445,0.250,V
2457719.81801,2016-11-27.3150045,be,1.47,16.317,13.626,0.018,13.605,0.229,V
2457719.81931,2016-11-27.3163017,be,1.46,16.239,13.624,0.020,13.623,0.246,V
2457719.82060,2016-11-27.3175921,be,1.43,16.218,13.600,0.020,13.934,0.251,V
2457722.61343,2016-11-30.1103604,be,1.52,16.169,13.617,0.021,13.723,0.263,V
2457722.61580,2016-11-30.1127258,be,1.50,16.219,13.650,0.020,13.293,0.251,V
2457722.61709,2016-11-30.1140167,be,1.45,16.168,13.619,0.021,13.680,0.263,V
2457726.71158,2016-12-04.2084295,be,1.60,16.143,13.607,0.021,13.838,0.269,V
2457726.71287,2016-12-04.2097166,be,1.56,16.157,13.634,0.021,13.489,0.266,V
2457726.71416,2016-12-04.2110072,be,1.53,16.108,13.598,0.022,13.948,0.278,V
2457727.67069,2016-12-05.1675243,be,1.62,16.164,13.628,0.021,13.580,0.264,V
2457727.67198,2016-12-05.1688108,be,1.61,16.212,13.583,0.019,14.149,0.253,V
2457727.67326,2016-12-05.1700940,be,1.69,16.187,13.600,0.020,13.928,0.259,V
2457730.68429,2016-12-08.1810781,be,1.84,16.179,13.613,0.021,13.764,0.261,V
2457730.68556,2016-12-08.1823530,be,1.73,16.161,13.633,0.021,13.516,0.264,V
2457730.68684,2016-12-08.1836275,be,1.78,16.137,13.641,0.022,13.405,0.270,V
2457737.72524,2016-12-15.2219568,be,1.54,15.833,13.669,0.030,13.073,0.358,V
2457737.72653,2016-12-15.2232549,be,1.53,15.756,13.629,0.031,13.566,0.384,V
2457737.72783,2016-12-15.2245438,be,1.53,15.768,13.612,0.030,13.782,0.379,V
2457739.65986,2016-12-17.1565690,be,1.50,16.114,13.649,0.023,13.312,0.276,V
2457739.66116,2016-12-17.1578689,be,1.48,16.029,13.593,0.023,14.023,0.299,V
2457739.66246,2016-12-17.1591709,be,1.51,16.114,13.648,0.022,13.329,0.276,V
2457741.70556,2016-12-19.2022590,be,1.53,16.207,13.616,0.020,13.728,0.253,V
2457741.70683,2016-12-19.2035350,be,1.54,16.209,13.631,0.020,13.537,0.253,V
2457741.70813,2016-12-19.2048268,be,1.53,16.215,13.584,0.019,14.128,0.252,V
2457743.66180,2016-12-21.1584965,be,1.60,16.279,13.649,0.019,13.319,0.237,V
2457743.66309,2016-12-21.1597841,be,1.58,16.247,13.640,0.020,13.427,0.244,V
2457743.66438,2016-12-21.1610819,be,1.61,16.244,13.635,0.020,13.490,0.245,V
2457746.62352,2016-12-24.1202238,be,1.51,16.251,13.622,0.019,13.656,0.244,V
2457746.62481,2016-12-24.1215121,be,1.50,16.209,13.611,0.020,13.779,0.253,V
2457746.62610,2016-12-24.1228019,be,1.52,16.265,13.604,0.019,13.867,0.241,V
2457750.60498,2016-12-28.1017008,be,1.48,16.225,13.626,0.020,13.594,0.249,V
2457750.60628,2016-12-28.1029982,be,1.46,16.219,13.651,0.020,13.299,0.250,V
2457750.60756,2016-12-28.1042834,be,1.46,16.251,13.639,0.020,13.438,0.244,V
2457754.60917,2017-01-01.1059225,be,1.57,16.232,13.605,0.019,13.862,0.248,V
2457754.61044,2017-01-01.1071997,be,1.59,16.246,13.599,0.019,13.933,0.245,V
2457754.61174,2017-01-01.1084953,be,1.64,16.260,13.639,0.019,13.431,0.242,V
2457757.73087,2017-01-04.2276681,be,1.45,16.248,13.598,0.019,13.956,0.244,V
2457757.73217,2017-01-04.2289675,be,1.41,16.281,13.648,0.019,13.325,0.237,V
2457757.73346,2017-01-04.2302572,be,1.45,16.240,13.605,0.019,13.860,0.246,V
2457760.70897,2017-01-07.2058160,be,1.64,16.125,13.636,0.022,13.473,0.273,V
2457760.71025,2017-01-07.2070960,be,1.67,16.132,13.631,0.022,13.545,0.272,V
2457760.71155,2017-01-07.2083932,be,1.74,16.177,13.646,0.021,13.348,0.261,V
2457762.54245,2017-01-09.0393193,be,1.64,15.819,13.618,0.029,13.708,0.363,V
2457762.54373,2017-01-09.0406067,be,1.62,15.959,13.665,0.026,13.112,0.319,V
2457762.54497,2017-01-09.0418460,be,1.64,15.786,13.615,0.030,13.744,0.373,V
2457764.73489,2017-01-11.2318065,be,1.40,15.830,13.663,0.030,13.143,0.358,V
2457764.73617,2017-01-11.2330892,be,1.39,15.790,13.669,0.031,13.072,0.372,V
2457764.73745,2017-01-11.2343685,be,1.49,15.803,13.605,0.029,13.861,0.367,V
2457767.67671,2017-01-14.1736900,be,1.53,15.860,13.635,0.028,13.492,0.349,V
2457767.67800,2017-01-14.1749795,be,1.46,15.903,13.644,0.027,13.374,0.335,V
2457767.67929,2017-01-14.1762815,be,1.54,15.887,13.641,0.028,13.410,0.341,V
2457768.58865,2017-01-15.0856577,be,1.49,16.114,13.616,0.022,13.717,0.276,V
2457768.58995,2017-01-15.0869515,be,1.45,16.124,13.655,0.022,13.239,0.274,V
2457768.59125,2017-01-15.0882561,be,1.44,16.082,13.600,0.022,13.936,0.285,V
2457771.74902,2017-01-18.2461052,be,1.52,16.134,13.662,0.022,13.153,0.271,V
2457771.75031,2017-01-18.2473967,be,1.47,16.110,13.578,0.021,14.207,0.278,V
2457771.75159,2017-01-18.2486826,be,1.54,16.102,13.638,0.023,13.444,0.280,V
2457773.75457,2017-01-20.2517144,be,1.44,16.140,13.630,0.022,13.549,0.270,V
2457773.75586,2017-01-20.2530039,be,1.43,16.099,13.630,0.022,13.554,0.280,V
2457773.75715,2017-01-20.2542905,be,1.46,16.090,13.608,0.022,13.831,0.282,V
2457774.73212,2017-01-21.2292921,be,1.44,16.197,13.632,0.021,13.520,0.256,V
2457774.73341,2017-01-21.2305854,be,1.46,16.150,13.644,0.022,13.372,0.267,V
2457774.73471,2017-01-21.2318854,be,1.44,16.140,13.649,0.022,13.320,0.269,V
2457775.67434,2017-01-22.1715417,be,1.55,16.171,13.626,0.021,13.611,0.262,V
2457775.67559,2017-01-22.1727901,be,1.55,16.180,13.648,0.021,13.326,0.260,V
2457775.67687,2017-01-22.1740723,be,1.58,16.206,13.638,0.020,13.454,0.254,V
2457779.61609,2017-01-26.113425,be,1.37,16.174,13.620,0.021,13.674,0.261,V
2457779.61739,2017-01-26.1147216,be,1.43,16.163,13.604,0.021,13.880,0.264,V
2457779.61867,2017-01-26.1159988,be,1.41,16.142,13.604,0.021,13.870,0.269,V
2457782.66150,2017-01-29.1589424,be,1.45,16.168,13.599,0.020,13.946,0.263,V
2457782.66282,2017-01-29.1602603,be,1.48,16.226,13.660,0.020,13.180,0.249,V
2457782.66414,2017-01-29.1615741,be,1.44,16.182,13.635,0.021,13.487,0.260,V
2457784.71998,2017-01-31.2174975,be,1.41,16.198,13.619,0.020,13.682,0.256,V
2457784.72130,2017-01-31.2188150,be,1.40,16.191,13.619,0.020,13.685,0.258,V
2457784.72261,2017-01-31.2201243,be,1.44,16.213,13.634,0.020,13.508,0.252,V
2457787.59753,2017-02-03.0951589,be,1.64,16.075,13.632,0.023,13.520,0.287,V
2457787.59883,2017-02-03.0964644,be,1.56,16.097,13.623,0.022,13.633,0.281,V
2457787.60014,2017-02-03.0977695,be,1.56,16.125,13.670,0.023,13.068,0.273,V
2457789.73285,2017-02-05.2305658,be,1.58,16.134,13.614,0.021,13.753,0.271,V
2457789.73414,2017-02-05.2318641,be,1.56,16.138,13.645,0.022,13.367,0.270,V
2457789.73542,2017-02-05.2331372,be,1.57,16.141,13.626,0.021,13.597,0.269,V
2457791.67802,2017-02-07.1758181,be,1.52,15.922,13.610,0.026,13.809,0.329,V
2457791.67934,2017-02-07.1771390,be,1.47,15.898,13.590,0.026,14.050,0.337,V
2457791.68060,2017-02-07.1784013,be,1.55,15.981,13.629,0.025,13.567,0.312,V
2457796.64096,2017-02-12.1389828,be,1.50,15.803,13.600,0.029,13.924,0.367,V
2457796.64226,2017-02-12.1402796,be,1.47,15.815,13.615,0.029,13.728,0.363,V
2457796.64355,2017-02-12.1415762,be,1.52,15.885,13.637,0.028,13.463,0.341,V
2457798.66519,2017-02-14.1633105,be,1.49,16.007,13.623,0.024,13.642,0.305,V
2457798.66649,2017-02-14.1646100,be,1.48,15.935,13.623,0.026,13.635,0.325,V
2457798.66780,2017-02-14.1659215,be,1.46,15.990,13.656,0.025,13.225,0.309,V
2457799.59664,2017-02-15.0948059,be,1.49,16.131,13.634,0.022,13.497,0.272,V
2457799.59795,2017-02-15.0961194,be,1.50,16.127,13.596,0.021,13.978,0.273,V
2457799.59927,2017-02-15.0974313,be,1.48,16.127,13.636,0.022,13.482,0.273,V
2457801.53999,2017-02-17.0382461,be,1.68,16.221,13.635,0.020,13.491,0.250,V
2457801.54129,2017-02-17.0395456,be,1.69,16.197,13.639,0.021,13.440,0.256,V
2457801.54260,2017-02-17.0408599,be,1.73,16.208,13.619,0.020,13.692,0.254,V
2457804.69254,2017-02-20.1909535,be,1.39,16.157,13.584,0.020,14.126,0.266,V
2457805.67982,2017-02-21.1782922,be,1.42,16.148,13.609,0.021,13.808,0.268,V
2457805.68114,2017-02-21.1796085,be,1.40,16.158,13.655,0.022,13.232,0.266,V
2457805.68245,2017-02-21.1809151,be,1.40,16.118,13.599,0.021,13.944,0.275,V
2457807.64843,2017-02-23.1469993,be,1.41,16.164,13.612,0.021,13.780,0.264,V
2457808.68102,2017-02-24.1796493,be,1.42,16.155,13.636,0.021,13.478,0.266,V
2457808.68233,2017-02-24.1809579,be,1.43,16.149,13.638,0.022,13.443,0.267,V
2457808.68366,2017-02-24.1822804,be,1.47,16.126,13.619,0.022,13.680,0.273,V
2457816.65830,2017-03-04.1573553,be,1.48,16.205,13.621,0.020,13.661,0.254,V
2457816.65961,2017-03-04.1586642,be,1.46,16.149,13.620,0.021,13.673,0.267,V
2457816.66091,2017-03-04.1599637,be,1.45,16.177,13.599,0.020,13.937,0.261,V
2457820.64669,2017-03-08.1459694,be,2.02,99.990,99.990,99.990,99.990,99.990,V
2457820.64800,2017-03-08.1472785,be,1.76,14.174,13.640,0.135,13.428,1.660,V
2457820.64930,2017-03-08.1485864,be,1.86,13.893,13.504,0.154,15.205,2.144,V
2457821.64171,2017-03-09.1410444,be,1.47,15.799,13.646,0.030,13.348,0.372,V
2457821.64302,2017-03-09.1423548,be,1.42,15.820,13.568,0.027,14.340,0.366,V
2457821.64431,2017-03-09.1436513,be,1.47,15.911,13.645,0.027,13.365,0.336,V
2457825.61499,2017-03-13.1145516,be,1.44,15.785,13.626,0.030,13.606,0.376,V
2457825.61630,2017-03-13.1158620,be,1.47,15.796,13.657,0.031,13.210,0.372,V
2457825.61761,2017-03-13.1171800,be,1.39,15.877,13.658,0.028,13.199,0.346,V
2457826.51028,2017-03-14.0098929,be,1.67,16.094,13.666,0.023,13.119,0.284,V
2457826.51159,2017-03-14.0112055,be,1.73,15.976,13.614,0.025,13.748,0.316,V
2457826.51294,2017-03-14.0125570,be,1.71,16.020,13.631,0.024,13.539,0.304,V
2457828.62389,2017-03-16.1236248,be,1.48,15.930,13.650,0.027,13.312,0.329,V
2457828.62518,2017-03-16.1249214,be,1.43,15.913,13.625,0.027,13.611,0.335,V
2457828.62649,2017-03-16.1262324,be,1.50,15.903,13.619,0.027,13.679,0.337,V
2457829.58324,2017-03-17.0830339,be,1.46,16.170,13.628,0.021,13.575,0.266,V
2457829.58454,2017-03-17.0843334,be,1.45,16.163,13.652,0.022,13.277,0.266,V
2457829.58584,2017-03-17.0856393,be,1.44,16.095,13.635,0.023,13.493,0.283,V
2457830.52234,2017-03-18.0221846,be,1.47,16.186,13.608,0.020,13.826,0.261,V
2457830.52364,2017-03-18.0234920,be,1.54,16.183,13.625,0.021,13.606,0.262,V
2457830.52495,2017-03-18.0248033,be,1.47,16.162,13.607,0.021,13.837,0.267,V
2457831.52552,2017-03-19.0254283,be,1.46,16.169,13.616,0.021,13.727,0.266,V
2457831.52682,2017-03-19.0267291,be,1.51,16.233,13.630,0.020,13.541,0.251,V
2457831.52812,2017-03-19.0280240,be,1.45,16.187,13.643,0.021,13.390,0.261,V
2457832.56415,2017-03-20.0641159,be,1.43,16.164,13.619,0.021,13.687,0.267,V
2457832.56545,2017-03-20.0654229,be,1.44,16.179,13.619,0.021,13.686,0.264,V
2457832.56675,2017-03-20.0667243,be,1.53,16.169,13.652,0.021,13.282,0.266,V
2457833.60093,2017-03-21.1009549,be,1.43,16.139,13.591,0.021,14.053,0.273,V
2457833.60222,2017-03-21.1022516,be,1.46,16.113,13.645,0.022,13.361,0.279,V
2457833.60354,2017-03-21.1035678,be,1.49,16.190,13.599,0.020,13.942,0.261,V
2457834.59821,2017-03-22.0982979,be,1.43,16.138,13.624,0.022,13.630,0.270,V
2457834.59952,2017-03-22.0996087,be,1.39,16.156,13.583,0.020,14.148,0.266,V
2457834.60083,2017-03-22.1009200,be,1.45,16.150,13.633,0.021,13.518,0.267,V
2457836.58034,2017-03-24.0805341,be,1.53,16.134,13.587,0.021,14.099,0.272,V
2457836.58163,2017-03-24.0818299,be,1.45,16.134,13.585,0.021,14.128,0.272,V
2457836.58293,2017-03-24.0831263,be,1.53,16.167,13.616,0.021,13.727,0.264,V
2457837.59521,2017-03-25.0954656,be,1.41,16.175,13.581,0.020,14.180,0.261,V
2457837.59650,2017-03-25.0967640,be,1.48,16.130,13.615,0.022,13.732,0.272,V
2457837.59781,2017-03-25.0980741,be,1.44,16.199,13.645,0.021,13.364,0.256,V
2457840.58851,2017-03-28.0889405,be,1.47,16.147,13.624,0.021,13.629,0.268,V
2457840.58996,2017-03-28.0903983,be,1.46,16.206,13.650,0.021,13.309,0.254,V
2457840.59227,2017-03-28.0927034,be,1.44,16.140,13.622,0.021,13.649,0.270,V
2457844.57729,2017-04-01.0779537,be,1.45,16.133,13.633,0.022,13.501,0.272,V
2457844.57859,2017-04-01.0792532,be,1.47,16.122,13.607,0.021,13.842,0.274,V
2457844.57990,2017-04-01.0805656,be,1.44,16.173,13.621,0.021,13.656,0.262,V
2457846.57205,2017-04-03.0728270,be,1.46,16.095,13.639,0.023,13.434,0.281,V
2457846.57336,2017-04-03.0741366,be,1.43,16.081,13.589,0.022,14.072,0.285,V
2457846.57467,2017-04-03.0754471,be,1.45,16.133,13.634,0.022,13.507,0.271,V
2457850.55895,2017-04-07.0599457,be,1.46,15.986,13.616,0.025,13.727,0.311,V
2457850.56026,2017-04-07.0612549,be,1.52,15.962,13.634,0.026,13.501,0.318,V
2457850.56157,2017-04-07.0625664,be,1.55,15.899,13.637,0.027,13.457,0.336,V
2457852.54079,2017-04-09.0419006,be,1.79,15.859,13.607,0.027,13.840,0.349,V
2457852.54206,2017-04-09.0431658,be,1.90,15.892,13.611,0.027,13.788,0.339,V
2457852.54331,2017-04-09.0444175,be,1.79,15.926,13.674,0.027,13.012,0.329,V
2457854.51953,2017-04-11.0207398,be,1.49,15.757,13.638,0.031,13.449,0.383,V
2457854.52080,2017-04-11.0220091,be,1.51,15.874,13.651,0.028,13.290,0.345,V
2457854.52206,2017-04-11.0232776,be,1.48,15.811,13.632,0.029,13.518,0.365,V
2457856.54636,2017-04-13.0476781,be,1.46,15.821,13.603,0.028,13.885,0.361,V
2457856.54763,2017-04-13.0489452,be,1.48,15.829,13.652,0.029,13.276,0.359,V
2457856.54889,2017-04-13.0502094,be,1.49,15.845,13.625,0.028,13.600,0.353,V
2457857.50569,2017-04-14.0070696,be,1.53,16.197,13.657,0.021,13.221,0.256,V
2457857.50698,2017-04-14.0083478,be,1.51,16.205,13.637,0.020,13.455,0.254,V
2457857.50823,2017-04-14.0096057,be,1.49,16.219,13.632,0.020,13.514,0.251,V
2457863.51232,2017-04-20.0139997,be,1.44,16.146,13.634,0.022,13.503,0.268,V
2457863.51360,2017-04-20.0152841,be,1.48,16.144,13.600,0.021,13.930,0.268,V
2457863.51487,2017-04-20.0165504,be,1.47,16.146,13.625,0.021,13.623,0.268,V
2457866.50263,2017-04-23.0044634,be,1.43,16.174,13.633,0.021,13.513,0.262,V
2457866.50391,2017-04-23.0057465,be,1.42,16.168,13.638,0.021,13.460,0.263,V
2457866.50519,2017-04-23.0070167,be,1.40,16.200,13.660,0.021,13.180,0.255,V
2457870.48436,2017-04-26.9863815,be,1.96,16.129,13.637,0.022,13.459,0.273,V
2457870.48561,2017-04-26.9876339,be,1.95,16.133,13.629,0.022,13.565,0.273,V
2457870.48688,2017-04-26.9888975,be,2.03,16.163,13.630,0.021,13.547,0.265,V
2457874.48185,2017-04-30.9840510,be,1.84,16.071,13.605,0.022,13.861,0.288,V
2457874.48311,2017-04-30.9853163,be,1.82,16.073,13.675,0.024,12.995,0.287,V
2457874.48437,2017-04-30.9865776,be,1.83,16.094,13.636,0.023,13.469,0.282,V
2457879.47188,2017-05-05.9742912,be,1.48,15.844,13.604,0.028,13.872,0.354,V
2457879.47314,2017-05-05.9755559,be,1.50,15.923,13.657,0.027,13.217,0.329,V
2457880.46408,2017-05-06.9665284,be,1.51,15.951,13.614,0.025,13.750,0.321,V
2457880.46535,2017-05-06.9678023,be,1.51,15.933,13.647,0.027,13.340,0.326,V
2457880.46661,2017-05-06.9690675,be,1.55,15.909,13.638,0.027,13.449,0.334,V
2457883.45016,2017-05-09.9527320,be,2.08,15.493,13.691,0.042,12.811,0.488,V
2457883.45143,2017-05-09.9540057,be,2.06,15.411,13.571,0.040,14.301,0.527,V
2457883.45270,2017-05-09.9552709,be,2.03,15.514,13.651,0.039,13.295,0.480,V
2457953.94441,2017-07-19.4474704,be,1.78,15.261,13.618,0.048,13.695,0.605,V
2457955.93735,2017-07-21.4403459,be,1.64,15.990,13.621,0.025,13.665,0.309,V
2457955.93861,2017-07-21.4416122,be,1.63,15.898,13.654,0.028,13.254,0.337,V
2457955.93988,2017-07-21.4428792,be,1.64,15.815,13.588,0.028,14.076,0.364,V
2457958.93086,2017-07-24.4337703,be,1.59,16.103,13.655,0.023,13.246,0.279,V
2457958.93212,2017-07-24.4350318,be,1.50,16.084,13.649,0.023,13.310,0.284,V
2457958.93339,2017-07-24.4362978,be,1.50,16.002,13.636,0.025,13.479,0.306,V
2457960.92392,2017-07-26.4267672,be,1.56,16.078,13.615,0.023,13.736,0.286,V
2457960.92518,2017-07-26.4280333,be,1.56,16.144,13.623,0.021,13.637,0.269,V
2457960.92645,2017-07-26.4292960,be,1.52,16.159,13.686,0.022,12.870,0.265,V
2457969.91976,2017-08-04.4222979,be,1.48,16.116,13.635,0.022,13.490,0.275,V
2457969.92101,2017-08-04.4235560,be,1.55,16.122,13.617,0.022,13.714,0.275,V
2457969.92229,2017-08-04.4248228,be,1.55,16.190,13.663,0.021,13.149,0.258,V
2457971.90806,2017-08-06.4105194,be,1.48,15.964,13.613,0.025,13.759,0.317,V
2457971.90933,2017-08-06.4117856,be,1.48,15.957,13.624,0.025,13.626,0.319,V
2457971.91059,2017-08-06.4130510,be,1.48,15.967,13.646,0.026,13.356,0.316,V
2457979.88884,2017-08-14.3909591,be,1.44,16.022,13.609,0.024,13.810,0.301,V
2457979.89010,2017-08-14.3922214,be,1.43,16.003,13.587,0.024,14.093,0.306,V
2457980.88924,2017-08-15.3913159,be,1.50,16.117,13.619,0.022,13.688,0.276,V
2457980.89052,2017-08-15.3925883,be,1.50,16.061,13.621,0.023,13.658,0.290,V
2457982.88608,2017-08-17.3880600,be,1.50,16.172,13.641,0.021,13.416,0.262,V
2457982.88735,2017-08-17.3893350,be,1.49,16.129,13.620,0.022,13.674,0.273,V
2457982.88862,2017-08-17.3905979,be,1.47,16.100,13.640,0.023,13.425,0.280,V
2457985.87332,2017-08-20.3751631,be,1.45,16.195,13.665,0.021,13.113,0.256,V
2457985.87459,2017-08-20.3764296,be,1.46,16.194,13.622,0.020,13.649,0.257,V
2457985.87585,2017-08-20.3776934,be,1.44,16.193,13.631,0.021,13.541,0.258,V
2457994.85315,2017-08-29.3545423,be,1.64,16.126,13.626,0.022,13.604,0.276,V
2457994.85442,2017-08-29.3558089,be,1.63,16.081,13.630,0.023,13.550,0.287,V
2457996.86486,2017-08-31.3661457,be,1.47,15.667,13.670,0.035,13.054,0.419,V
2457996.86613,2017-08-31.3674195,be,1.47,15.430,13.641,0.042,13.403,0.521,V
2457996.86740,2017-08-31.3686815,be,1.43,15.843,13.595,0.028,13.991,0.359,V
2457999.84076,2017-09-03.3418725,be,1.77,15.843,13.666,0.029,13.108,0.356,V
2457999.84202,2017-09-03.3431399,be,1.81,15.910,13.720,0.029,12.473,0.334,V
2457999.84329,2017-09-03.3444054,be,1.83,15.940,13.679,0.027,12.953,0.327,V
2458002.85715,2017-09-06.3581026,be,1.46,15.306,13.634,0.047,13.498,0.582,V
2458004.82274,2017-09-08.3235827,be,1.48,15.728,13.674,0.033,13.014,0.395,V
2458004.82400,2017-09-08.3248439,be,1.54,15.535,13.643,0.038,13.389,0.473,V
2458004.82527,2017-09-08.3261100,be,1.53,15.386,13.659,0.045,13.188,0.541,V
2458007.81441,2017-09-11.3150871,be,1.64,15.976,13.609,0.025,13.807,0.315,V
2458007.81568,2017-09-11.3163508,be,1.66,15.865,13.616,0.028,13.722,0.349,V
2458007.81694,2017-09-11.3176165,be,1.68,15.952,13.642,0.026,13.397,0.322,V
2458009.81909,2017-09-13.3196453,be,1.67,15.957,13.608,0.025,13.822,0.321,V
2458010.84958,2017-09-14.3500849,be,1.45,16.084,13.615,0.022,13.746,0.285,V
2458010.85084,2017-09-14.3513509,be,1.45,16.064,13.675,0.024,12.998,0.290,V
2458010.85212,2017-09-14.3526172,be,1.45,16.129,13.650,0.022,13.302,0.273,V
2458012.80442,2017-09-16.3048175,be,1.53,16.093,13.614,0.022,13.747,0.283,V
2458012.80568,2017-09-16.3060763,be,1.55,16.070,13.656,0.024,13.232,0.289,V
2458012.80695,2017-09-16.3073458,be,1.57,16.086,13.623,0.023,13.641,0.285,V
2458014.80129,2017-09-18.3015693,be,1.43,16.129,13.606,0.021,13.859,0.273,V
2458014.80256,2017-09-18.3028356,be,1.41,16.133,13.627,0.022,13.585,0.273,V
2458014.80382,2017-09-18.3040969,be,1.44,16.135,13.637,0.022,13.458,0.273,V
2458016.87343,2017-09-20.3735901,be,1.84,16.124,13.642,0.022,13.393,0.275,V
2458016.87471,2017-09-20.3748692,be,1.82,16.120,13.605,0.021,13.869,0.278,V
2458016.87599,2017-09-20.3761501,be,1.86,16.138,13.683,0.023,12.907,0.272,V
2458019.78383,2017-09-23.2838283,be,1.45,16.129,13.638,0.022,13.459,0.274,V
2458019.78511,2017-09-23.2851049,be,1.41,16.112,13.613,0.022,13.763,0.279,V
2458019.78637,2017-09-23.2863684,be,1.43,16.146,13.632,0.022,13.522,0.270,V
2458020.89878,2017-09-24.3987082,bi,1.54,16.838,14.208,0.019,7.532,0.134,g
2458020.90000,2017-09-24.3999243,bi,1.46,16.739,14.249,0.022,7.251,0.147,g
2458020.90122,2017-09-24.4011403,bi,1.48,16.676,14.206,0.022,7.546,0.156,g
2458021.86613,2017-09-25.3660043,be,1.44,16.183,13.622,0.021,13.654,0.260,V
2458021.89557,2017-09-25.3954324,bi,1.40,16.913,14.185,0.018,7.687,0.125,g
2458021.89678,2017-09-25.3966535,bi,1.50,16.868,14.205,0.019,7.556,0.131,g
2458021.89800,2017-09-25.3978701,bi,1.42,16.791,14.213,0.020,7.501,0.140,g
2458022.86855,2017-09-26.3683607,be,1.52,16.140,13.636,0.022,13.476,0.272,V
2458022.86981,2017-09-26.3696277,be,1.51,16.139,13.644,0.022,13.369,0.271,V
2458026.89903,2017-09-30.3986150,bi,1.41,99.990,99.990,99.990,99.990,99.990,g
2458026.90025,2017-09-30.3998381,bi,1.60,99.990,99.990,99.990,99.990,99.990,g
2458028.82791,2017-10-02.3273877,be,1.47,16.053,13.668,0.024,13.079,0.293,V
2458029.75520,2017-10-03.2546256,be,1.57,15.788,13.629,0.030,13.569,0.373,V
2458029.75647,2017-10-03.2558995,be,1.56,15.759,13.576,0.029,14.237,0.384,V
2458029.75774,2017-10-03.2571603,be,1.58,15.819,13.604,0.028,13.883,0.363,V
2458029.83003,2017-10-03.3294444,bi,1.93,16.753,14.235,0.021,7.342,0.145,g
2458029.83124,2017-10-03.3306637,bi,1.99,16.726,14.223,0.022,7.430,0.149,g
2458029.83246,2017-10-03.3318820,bi,1.99,16.708,14.232,0.022,7.363,0.151,g
2458030.89141,2017-10-04.3907731,bi,1.51,15.759,14.194,0.052,7.624,0.361,g
2458030.89264,2017-10-04.3919943,bi,1.58,15.279,14.125,0.076,8.133,0.562,g
2458030.89384,2017-10-04.3932084,bi,1.57,14.963,14.246,0.113,7.272,0.752,g
2458032.84996,2017-10-06.3492170,bi,1.74,16.433,14.230,0.029,7.374,0.194,g
2458032.85119,2017-10-06.3504353,bi,1.63,16.409,14.236,0.030,7.338,0.199,g
2458032.85241,2017-10-06.3516582,bi,1.62,16.443,14.206,0.028,7.546,0.193,g
2458032.85934,2017-10-06.3585905,be,1.42,15.761,13.569,0.029,14.338,0.382,V
2458032.86061,2017-10-06.3598542,be,1.43,15.899,13.670,0.028,13.058,0.338,V
2458032.86188,2017-10-06.3611186,be,1.48,15.690,13.585,0.031,14.130,0.408,V
2458033.87461,2017-10-07.3737971,bi,1.63,16.496,14.231,0.027,7.372,0.183,g
2458033.87582,2017-10-07.3750108,bi,1.63,16.518,14.205,0.026,7.555,0.180,g
2458033.87703,2017-10-07.3762261,bi,1.67,16.388,14.196,0.029,7.618,0.202,g
2458035.85259,2017-10-09.3516662,be,1.42,15.935,13.647,0.027,13.344,0.326,V
2458035.85385,2017-10-09.3529327,be,1.46,15.977,13.643,0.025,13.389,0.314,V
2458035.85513,2017-10-09.3542042,be,1.47,15.894,13.600,0.026,13.933,0.339,V
2458038.83481,2017-10-12.3337313,be,2.26,16.021,13.630,0.024,13.551,0.303,V
2458038.83609,2017-10-12.3350040,be,2.25,16.015,13.650,0.025,13.310,0.304,V
